dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
salinas,20,pcal,0.0,0.857,0.892,0.892,40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|60,0.3012413511502243|0.306249598614395|0.3040645660804207|0.2995186757476911|0.29439648500828786|0.2910840994579132|0.2898282097653972|0.28740521546509057|0.2860122836584114|0.2794836569793169|0.27403826840366363|0.27254336145978103|0.27016505345890274|0.2682409349201958|0.26576777056843043|0.26297591027941597|0.26014067160434534|0.2596114803352315|0.25775341121514567|0.25790302334103987
salinas,19,pcal,0.0,0.857,0.891,0.891,40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|60,0.3012413511502243|0.306249598614395|0.3040645660804207|0.2995186757476911|0.29439648500828786|0.2910840994579132|0.2898282097653972|0.28740521546509057|0.2860122836584114|0.2794836569793169|0.27403826840366363|0.27254336145978103|0.27016505345890274|0.2682409349201958|0.26576777056843043|0.26297591027941597|0.26014067160434534|0.2596114803352315|0.25790302334103987
salinas,18,pcal,0.0,0.847,0.882,0.882,40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57,0.3012413511502243|0.306249598614395|0.3040645660804207|0.2995186757476911|0.29439648500828786|0.2910840994579132|0.2898282097653972|0.28740521546509057|0.2860122836584114|0.2794836569793169|0.27403826840366363|0.27254336145978103|0.27016505345890274|0.2682409349201958|0.26576777056843043|0.26297591027941597|0.26014067160434534|0.2596114803352315
salinas,17,pcal,0.0,0.844,0.879,0.879,40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56,0.3012413511502243|0.306249598614395|0.3040645660804207|0.2995186757476911|0.29439648500828786|0.2910840994579132|0.2898282097653972|0.28740521546509057|0.2860122836584114|0.2794836569793169|0.27403826840366363|0.27254336145978103|0.27016505345890274|0.2682409349201958|0.26576777056843043|0.26297591027941597|0.26014067160434534
salinas,16,pcal,0.0,0.84,0.876,0.876,40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55,0.3012413511502243|0.306249598614395|0.3040645660804207|0.2995186757476911|0.29439648500828786|0.2910840994579132|0.2898282097653972|0.28740521546509057|0.2860122836584114|0.2794836569793169|0.27403826840366363|0.27254336145978103|0.27016505345890274|0.2682409349201958|0.26576777056843043|0.26297591027941597
salinas,23,pcal,0.0,0.871,0.906,0.906,39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61,0.2421038496822509|0.3012413511502243|0.306249598614395|0.3040645660804207|0.2995186757476911|0.29439648500828786|0.2910840994579132|0.2898282097653972|0.28740521546509057|0.2860122836584114|0.2794836569793169|0.27403826840366363|0.27254336145978103|0.27016505345890274|0.2682409349201958|0.26576777056843043|0.26297591027941597|0.26014067160434534|0.2596114803352315|0.25775341121514567|0.2545794642192177|0.25790302334103987|0.2551651670194439
salinas,14,pcal,0.0,0.832,0.868,0.868,40|41|42|43|44|45|46|47|48|49|50|51|52|53,0.3012413511502243|0.306249598614395|0.3040645660804207|0.2995186757476911|0.29439648500828786|0.2910840994579132|0.2898282097653972|0.28740521546509057|0.2860122836584114|0.2794836569793169|0.27403826840366363|0.27254336145978103|0.27016505345890274|0.2682409349201958
salinas,13,pcal,0.0,0.828,0.863,0.863,40|41|42|43|44|45|46|47|48|49|50|51|52,0.3012413511502243|0.306249598614395|0.3040645660804207|0.2995186757476911|0.29439648500828786|0.2910840994579132|0.2898282097653972|0.28740521546509057|0.2860122836584114|0.2794836569793169|0.27403826840366363|0.27254336145978103|0.27016505345890274
salinas,12,pcal,0.0,0.823,0.856,0.856,40|41|42|43|44|45|46|47|48|49|50|51,0.3012413511502243|0.306249598614395|0.3040645660804207|0.2995186757476911|0.29439648500828786|0.2910840994579132|0.2898282097653972|0.28740521546509057|0.2860122836584114|0.2794836569793169|0.27403826840366363|0.27254336145978103
salinas,11,pcal,0.0,0.815,0.846,0.846,40|41|42|43|44|45|46|47|48|49|50,0.3012413511502243|0.306249598614395|0.3040645660804207|0.2995186757476911|0.29439648500828786|0.2910840994579132|0.2898282097653972|0.28740521546509057|0.2860122836584114|0.2794836569793169|0.27403826840366363
salinas,10,pcal,0.0,0.808,0.837,0.837,40|41|42|43|44|45|46|47|48|49,0.3012413511502243|0.306249598614395|0.3040645660804207|0.2995186757476911|0.29439648500828786|0.2910840994579132|0.2898282097653972|0.28740521546509057|0.2860122836584114|0.2794836569793169
salinas,9,pcal,0.0,0.804,0.831,0.831,40|41|42|43|44|45|46|47|48,0.3012413511502243|0.306249598614395|0.3040645660804207|0.2995186757476911|0.29439648500828786|0.2910840994579132|0.2898282097653972|0.28740521546509057|0.2860122836584114
salinas,8,pcal,0.0,0.798,0.823,0.823,40|41|42|43|44|45|46|47,0.3012413511502243|0.306249598614395|0.3040645660804207|0.2995186757476911|0.29439648500828786|0.2910840994579132|0.2898282097653972|0.28740521546509057
salinas,7,pcal,0.0,0.793,0.816,0.816,40|41|42|43|44|45|46,0.3012413511502243|0.306249598614395|0.3040645660804207|0.2995186757476911|0.29439648500828786|0.2910840994579132|0.2898282097653972
salinas,6,pcal,0.0,0.789,0.808,0.808,40|41|42|43|44|45,0.3012413511502243|0.306249598614395|0.3040645660804207|0.2995186757476911|0.29439648500828786|0.2910840994579132
salinas,5,pcal,0.0,0.78,0.794,0.794,40|41|42|43|44,0.3012413511502243|0.306249598614395|0.3040645660804207|0.2995186757476911|0.29439648500828786
salinas,15,pcal,0.0,0.836,0.872,0.872,40|41|42|43|44|45|46|47|48|49|50|51|52|53|54,0.3012413511502243|0.306249598614395|0.3040645660804207|0.2995186757476911|0.29439648500828786|0.2910840994579132|0.2898282097653972|0.28740521546509057|0.2860122836584114|0.2794836569793169|0.27403826840366363|0.27254336145978103|0.27016505345890274|0.2682409349201958|0.26576777056843043
salinas,30,mcuve,42.906,0.913,0.952,0.952,39|50|51|52|53|54|55|56|57|58|59|60|61|72|73|74|75|156|171|172|173|174|175|176|177|178|179|180|190|192,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,28,mcuve,43.954,0.914,0.947,0.947,22|23|24|39|52|53|54|55|56|57|58|59|60|61|71|72|73|74|75|76|172|173|174|175|176|177|178|179,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,27,mcuve,43.499,0.914,0.948,0.948,20|21|22|23|24|39|51|52|53|54|55|56|57|58|59|60|61|71|72|73|74|75|173|174|175|176|177,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,26,mcuve,43.707,0.913,0.947,0.947,22|23|24|39|54|55|56|57|58|59|60|61|71|72|73|74|75|76|171|172|173|174|175|176|177|178,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,29,mcuve,39.901,0.915,0.949,0.949,20|21|22|23|24|39|53|54|55|56|57|58|59|60|61|71|72|73|74|75|76|171|172|173|174|175|176|177|178,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,24,mcuve,43.576,0.914,0.947,0.947,22|23|24|39|54|55|56|57|58|59|60|61|70|71|72|73|74|75|76|173|174|175|176|177,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,23,mcuve,43.251,0.913,0.948,0.948,20|21|22|23|24|39|56|57|58|59|60|61|71|72|73|74|75|76|173|174|175|176|177,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,22,mcuve,43.051,0.912,0.944,0.944,22|23|55|56|57|58|59|60|61|70|71|72|73|74|75|76|173|174|175|176|177|178,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,21,mcuve,43.353,0.901,0.937,0.937,55|56|57|58|59|60|61|71|72|73|74|75|172|173|174|175|176|177|178|190|191,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,20,mcuve,43.809,0.896,0.926,0.926,56|57|58|59|60|61|70|71|72|73|74|75|76|172|173|174|175|176|177|178,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,19,mcuve,42.727,0.896,0.925,0.925,55|56|57|58|59|60|61|71|72|73|74|75|172|173|174|175|176|177|178,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,18,mcuve,41.652,0.909,0.942,0.942,22|23|56|57|58|59|60|61|71|72|73|74|75|173|174|175|176|177,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,17,mcuve,43.158,0.894,0.922,0.922,55|56|57|58|59|60|61|71|72|73|74|75|173|174|175|176|177,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,16,mcuve,42.819,0.893,0.923,0.923,57|58|59|60|61|71|72|73|74|75|173|174|175|176|177|178,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,15,mcuve,40.367,0.889,0.918,0.918,57|58|59|60|61|71|72|73|74|75|76|173|174|175|176,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,14,mcuve,39.783,0.889,0.917,0.917,57|58|59|60|61|71|72|73|74|75|173|174|175|176,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,13,mcuve,39.84,0.887,0.917,0.917,58|59|60|61|72|73|74|75|173|174|175|176|177,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,12,mcuve,39.744,0.889,0.917,0.917,57|58|59|60|61|71|72|73|74|75|174|175,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,11,mcuve,40.237,0.887,0.914,0.914,57|58|59|60|61|71|72|73|74|75|174,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,10,mcuve,41.096,0.843,0.855,0.855,57|58|59|60|61|71|72|73|74|75,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,9,mcuve,39.318,0.84,0.851,0.851,58|59|60|61|71|72|73|74|75,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,8,mcuve,39.587,0.877,0.908,0.908,59|60|61|72|73|74|75|174,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,7,mcuve,39.847,0.825,0.831,0.831,59|60|61|72|73|74|75,0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,6,mcuve,39.776,0.775,0.777,0.777,60|61|72|73|74|75,0.0|0.0|0.0|0.0|0.0|0.0
salinas,5,mcuve,40.016,0.773,0.775,0.775,60|61|72|73|74,0.0|0.0|0.0|0.0|0.0
salinas,25,mcuve,43.162,0.913,0.946,0.946,21|22|39|52|53|54|55|56|57|58|59|60|61|71|72|73|74|75|172|173|174|175|176|177|178,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,24,bsnet,0.0,0.916,0.955,0.955,3|7|27|56|69|70|75|78|99|108|109|111|117|146|151|160|166|167|171|188|189|190|193|199,0.49180230498313904|0.4967026114463806|0.5366921424865723|0.527495265007019|0.4966384768486023|0.42857199907302856|0.4797157645225525|0.44416534900665283|0.48511970043182373|0.534290075302124|0.4110471308231354|0.4736645817756653|0.5013694763183594|0.5121592879295349|0.5650373101234436|0.45109862089157104|0.4306740462779999|0.5683741569519043|0.46470046043395996|0.44343364238739014|0.4766467809677124|0.461988627910614|0.5015236735343933|0.4618075489997864
salinas,22,bsnet,0.0,0.913,0.952,0.952,3|7|56|69|70|75|78|99|108|109|111|117|146|151|160|166|167|171|188|189|190|199,0.49180230498313904|0.4967026114463806|0.527495265007019|0.4966384768486023|0.42857199907302856|0.4797157645225525|0.44416534900665283|0.48511970043182373|0.534290075302124|0.4110471308231354|0.4736645817756653|0.5013694763183594|0.5121592879295349|0.5650373101234436|0.45109862089157104|0.4306740462779999|0.5683741569519043|0.46470046043395996|0.44343364238739014|0.4766467809677124|0.461988627910614|0.4618075489997864
salinas,23,bsnet,0.0,0.917,0.955,0.955,3|7|27|56|69|70|75|78|99|108|109|111|117|146|151|160|166|167|171|188|189|190|199,0.49180230498313904|0.4967026114463806|0.5366921424865723|0.527495265007019|0.4966384768486023|0.42857199907302856|0.4797157645225525|0.44416534900665283|0.48511970043182373|0.534290075302124|0.4110471308231354|0.4736645817756653|0.5013694763183594|0.5121592879295349|0.5650373101234436|0.45109862089157104|0.4306740462779999|0.5683741569519043|0.46470046043395996|0.44343364238739014|0.4766467809677124|0.461988627910614|0.4618075489997864
salinas,20,bsnet,0.0,0.912,0.951,0.951,3|7|56|69|70|75|78|99|109|111|146|151|160|166|167|171|188|189|190|199,0.49180230498313904|0.4967026114463806|0.527495265007019|0.4966384768486023|0.42857199907302856|0.4797157645225525|0.44416534900665283|0.48511970043182373|0.4110471308231354|0.4736645817756653|0.5121592879295349|0.5650373101234436|0.45109862089157104|0.4306740462779999|0.5683741569519043|0.46470046043395996|0.44343364238739014|0.4766467809677124|0.461988627910614|0.4618075489997864
salinas,19,bsnet,0.0,0.912,0.95,0.95,3|7|56|69|70|75|78|99|109|111|146|151|166|167|171|188|189|190|199,0.49180230498313904|0.4967026114463806|0.527495265007019|0.4966384768486023|0.42857199907302856|0.4797157645225525|0.44416534900665283|0.48511970043182373|0.4110471308231354|0.4736645817756653|0.5121592879295349|0.5650373101234436|0.4306740462779999|0.5683741569519043|0.46470046043395996|0.44343364238739014|0.4766467809677124|0.461988627910614|0.4618075489997864
salinas,18,bsnet,0.0,0.912,0.95,0.95,3|7|56|69|70|75|78|99|109|111|146|151|166|167|188|189|190|199,0.49180230498313904|0.4967026114463806|0.527495265007019|0.4966384768486023|0.42857199907302856|0.4797157645225525|0.44416534900665283|0.48511970043182373|0.4110471308231354|0.4736645817756653|0.5121592879295349|0.5650373101234436|0.4306740462779999|0.5683741569519043|0.44343364238739014|0.4766467809677124|0.461988627910614|0.4618075489997864
salinas,17,bsnet,0.0,0.911,0.949,0.949,3|7|56|69|70|75|99|109|111|146|151|166|167|188|189|190|199,0.49180230498313904|0.4967026114463806|0.527495265007019|0.4966384768486023|0.42857199907302856|0.4797157645225525|0.48511970043182373|0.4110471308231354|0.4736645817756653|0.5121592879295349|0.5650373101234436|0.4306740462779999|0.5683741569519043|0.44343364238739014|0.4766467809677124|0.461988627910614|0.4618075489997864
salinas,16,bsnet,0.0,0.908,0.946,0.946,3|7|56|69|70|75|109|111|146|151|166|167|188|189|190|199,0.49180230498313904|0.4967026114463806|0.527495265007019|0.4966384768486023|0.42857199907302856|0.4797157645225525|0.4110471308231354|0.4736645817756653|0.5121592879295349|0.5650373101234436|0.4306740462779999|0.5683741569519043|0.44343364238739014|0.4766467809677124|0.461988627910614|0.4618075489997864
salinas,15,bsnet,0.0,0.908,0.946,0.946,3|7|56|69|75|109|111|146|151|166|167|188|189|190|199,0.49180230498313904|0.4967026114463806|0.527495265007019|0.4966384768486023|0.4797157645225525|0.4110471308231354|0.4736645817756653|0.5121592879295349|0.5650373101234436|0.4306740462779999|0.5683741569519043|0.44343364238739014|0.4766467809677124|0.461988627910614|0.4618075489997864
salinas,30,bsnet,1188.858,0.921,0.958,0.958,3|7|27|28|29|46|56|69|70|75|77|78|87|96|99|108|109|111|117|146|151|160|166|167|171|188|189|190|193|199,0.49180230498313904|0.4967026114463806|0.5366921424865723|0.551460325717926|0.5064343214035034|0.5472939610481262|0.527495265007019|0.4966384768486023|0.42857199907302856|0.4797157645225525|0.5479164123535156|0.44416534900665283|0.4647535979747772|0.502025842666626|0.48511970043182373|0.534290075302124|0.4110471308231354|0.4736645817756653|0.5013694763183594|0.5121592879295349|0.5650373101234436|0.45109862089157104|0.4306740462779999|0.5683741569519043|0.46470046043395996|0.44343364238739014|0.4766467809677124|0.461988627910614|0.5015236735343933|0.4618075489997864
salinas,21,bsnet,0.0,0.913,0.951,0.951,3|7|56|69|70|75|78|99|108|109|111|146|151|160|166|167|171|188|189|190|199,0.49180230498313904|0.4967026114463806|0.527495265007019|0.4966384768486023|0.42857199907302856|0.4797157645225525|0.44416534900665283|0.48511970043182373|0.534290075302124|0.4110471308231354|0.4736645817756653|0.5121592879295349|0.5650373101234436|0.45109862089157104|0.4306740462779999|0.5683741569519043|0.46470046043395996|0.44343364238739014|0.4766467809677124|0.461988627910614|0.4618075489997864
salinas,14,bsnet,0.0,0.888,0.935,0.935,3|7|69|75|109|111|146|151|166|167|188|189|190|199,0.49180230498313904|0.4967026114463806|0.4966384768486023|0.4797157645225525|0.4110471308231354|0.4736645817756653|0.5121592879295349|0.5650373101234436|0.4306740462779999|0.5683741569519043|0.44343364238739014|0.4766467809677124|0.461988627910614|0.4618075489997864
salinas,13,bsnet,0.0,0.888,0.935,0.935,3|7|69|75|109|111|146|151|166|167|188|190|199,0.49180230498313904|0.4967026114463806|0.4966384768486023|0.4797157645225525|0.4110471308231354|0.4736645817756653|0.5121592879295349|0.5650373101234436|0.4306740462779999|0.5683741569519043|0.44343364238739014|0.461988627910614|0.4618075489997864
salinas,7,bsnet,0.0,0.824,0.869,0.869,109|111|146|167|188|190|199,0.4110471308231354|0.4736645817756653|0.5121592879295349|0.5683741569519043|0.44343364238739014|0.461988627910614|0.4618075489997864
salinas,8,bsnet,0.0,0.841,0.888,0.888,109|111|146|151|167|188|190|199,0.4110471308231354|0.4736645817756653|0.5121592879295349|0.5650373101234436|0.5683741569519043|0.44343364238739014|0.461988627910614|0.4618075489997864
salinas,9,bsnet,0.0,0.841,0.889,0.889,109|111|146|151|166|167|188|190|199,0.4110471308231354|0.4736645817756653|0.5121592879295349|0.5650373101234436|0.4306740462779999|0.5683741569519043|0.44343364238739014|0.461988627910614|0.4618075489997864
salinas,10,bsnet,0.0,0.872,0.918,0.918,3|109|111|146|151|166|167|188|190|199,0.49180230498313904|0.4110471308231354|0.4736645817756653|0.5121592879295349|0.5650373101234436|0.4306740462779999|0.5683741569519043|0.44343364238739014|0.461988627910614|0.4618075489997864
salinas,11,bsnet,0.0,0.877,0.923,0.923,3|7|109|111|146|151|166|167|188|190|199,0.49180230498313904|0.4967026114463806|0.4110471308231354|0.4736645817756653|0.5121592879295349|0.5650373101234436|0.4306740462779999|0.5683741569519043|0.44343364238739014|0.461988627910614|0.4618075489997864
salinas,12,bsnet,0.0,0.886,0.932,0.932,3|7|75|109|111|146|151|166|167|188|190|199,0.49180230498313904|0.4967026114463806|0.4797157645225525|0.4110471308231354|0.4736645817756653|0.5121592879295349|0.5650373101234436|0.4306740462779999|0.5683741569519043|0.44343364238739014|0.461988627910614|0.4618075489997864
salinas,5,bsnet,0.0,0.822,0.868,0.868,109|111|146|167|199,0.4110471308231354|0.4736645817756653|0.5121592879295349|0.5683741569519043|0.4618075489997864
salinas,6,bsnet,0.0,0.825,0.871,0.871,109|111|146|167|188|199,0.4110471308231354|0.4736645817756653|0.5121592879295349|0.5683741569519043|0.44343364238739014|0.4618075489997864
salinas,27,bsnet,0.0,0.919,0.956,0.956,3|7|27|29|56|69|70|75|78|87|96|99|108|109|111|117|146|151|160|166|167|171|188|189|190|193|199,0.49180230498313904|0.4967026114463806|0.5366921424865723|0.5064343214035034|0.527495265007019|0.4966384768486023|0.42857199907302856|0.4797157645225525|0.44416534900665283|0.4647535979747772|0.502025842666626|0.48511970043182373|0.534290075302124|0.4110471308231354|0.4736645817756653|0.5013694763183594|0.5121592879295349|0.5650373101234436|0.45109862089157104|0.4306740462779999|0.5683741569519043|0.46470046043395996|0.44343364238739014|0.4766467809677124|0.461988627910614|0.5015236735343933|0.4618075489997864
salinas,28,bsnet,0.0,0.919,0.956,0.956,3|7|27|28|29|56|69|70|75|78|87|96|99|108|109|111|117|146|151|160|166|167|171|188|189|190|193|199,0.49180230498313904|0.4967026114463806|0.5366921424865723|0.551460325717926|0.5064343214035034|0.527495265007019|0.4966384768486023|0.42857199907302856|0.4797157645225525|0.44416534900665283|0.4647535979747772|0.502025842666626|0.48511970043182373|0.534290075302124|0.4110471308231354|0.4736645817756653|0.5013694763183594|0.5121592879295349|0.5650373101234436|0.45109862089157104|0.4306740462779999|0.5683741569519043|0.46470046043395996|0.44343364238739014|0.4766467809677124|0.461988627910614|0.5015236735343933|0.4618075489997864
